contextID,citationID,clean__citation_context,UTILIZE_LABELS,USAGE_LABELS
16870932,18016748,"er f or g. (there are o(n) such pairs, expected.) a linear time 2-sat algorithm is outlined in 6 . in fact, the data structure supports efficient dynamic updates. using siegel s hash function family with constant evaluation time, insertions can be done in constant amortized expected time, employing a simple greedy insertion scheme 16 . it is interesting to compare our scheme to closed hashing s",NOTUTILIZE,MENTION
8971202,9471495,"h of the data. there is incentive to explore on-line (sequential) algorithms to seek improvements in terms of memory and computational speed. in earlier work, sequential algorithms have been proposed for estimating finite-state markov chains in white gaussian noise (wgn). these recursive kullback-leibler (rkl) algorithms are sequential em schemes and are derived using stochastic approximations to",NOTUTILIZE,MENTION
203024190,241143682,"simply corresponds to the mixing matrix a. 4. in the case of random excitation, the identified sources are transformed into free decaying responses using next (natural excitation technique) algorithm . 5. the identification of the other modal parameters (frequencies and damping ratios) is carried out by fitting the time series of the sources s(t) with the theoretical expression (4). 6. the fitting",UTILIZE,USE
11530762,12325256,"ons for these problems, it has been proved that the combinatorial complexity of optimal paths for each of these problems could be much higher than that of euclidean shortest paths (see 4 , 11 , and ). therefore, much of the effort has been focused on -approximation algorithms that can guarantee to find -good approximate optimal paths. for any two points s and t in space, we call a path p conne",NOTUTILIZE,MENTION
11828522,12656295,"cted backjumping 6 , in which pruning of the search tree is achieved through look-back techniques. this provided a great improvement in both run-time and branching rate. learning was then introduced . this had much less impact than occurred in sat. while improvements were seen on some problems, the algorithms actually performed worse on others. recently, it has been shown that solution learning f",NOTUTILIZE,MENTION
27109577,27830743,"t scenario and our solution has been extended with a fully-fledged rule-based data mediation 6 . in order to address the sws challenge requirements, we base our solution on the specifications of wsmo , wsml 9 and wsmx 12 providing a conceptual framework, ontology language and architecture for semantic web services. the overall contribution of our work is to show: (1) how flat xml schema of roset",NOTUTILIZE,NOTALGO
57591337,56879538,"ent with a semi-supervised approach using vision and prerecorded robot actions. we extend this idea to outdoor, remove any supervision, and predict vehicle actions in an on-line fashion. meyer et al. predicted traffic situations using hidden markov models (hmm). they however restricted their situations space by modeling states with respect to surrounding vehicles (distance, speed, bearing) and ma",NOTUTILIZE,NOTALGO
13298533,14266446,"and c2 such that c1n 1 5 n c2n 1 5 log n. 1 introduction there have been a number of papers analysing simple greedy-type algorithms for finding large matchings in graphs, e.g. korte and hausmann , karp and sipser 7 , tinhofer 8 , dyer and frieze 3 , goldschmidt and hochbaum 5 and dyer, frieze and pittel 4 . most of these deal with the expected performance of various algorithms on random",NOTUTILIZE,MENTION
82271626,79770952,"tomers in the same order as they appear in the a priori tour. gottlieb, puchta and solnon 35 described and compared several heuristic approaches for the car sequencing problem. yaseen and al-salami introduced aco as a distributed algorithm and applied it to solve traveling salesman problem. 4. conclusion although there are many techniques in literature to solve multiobjective optimization probl",NOTUTILIZE,MENTION
13634295,14629151,"cardguard employs the well-known aho-corasick algorithm for performing high-performance pattern searches 10 . the same algorithm is used in the latest versions of the snort intrusion detection tool . in our work, the algorithm runs entirely on the microengines of the network processor. moreover, as we verified experimentally that aho-corasick exhibits locality of reference, cardguard uses a hier",NOTUTILIZE,MENTION
69270484,68092128,"y a factor a 1 3 . since the denominator, d ea ex dxbdq 2 , is the total inclusive dis cross section, the operator product expansion (ope) allows us to expand it in terms of the power series of 1 q 2 , d ea ex dxbdq2 a d (0) a dx a a(x,",NOTUTILIZE,NOTALGO
13778566,14783493,"ength 53 . watermarking. audio watermarking can be achieved by time-scale modification if it is used to change the length of the intervals between relevant points of the audio signal to embed data . this algorithm has been shown to be robust to common audio processing operations like mp3 compression, low pass filtering and time-scale modification. with an appropriate time-scale algorithm the wa",NOTUTILIZE,MENTION
13773444,14777836,"pixuq ps. fig. 3. pseudocode of the fast path algorithm. solution. besides the capacitance and delay , we also record the node and the buffer insertion on it. the algorithm uses a priority queue to sort the partial solutions and it is initialized with the first partial solution on sink with capacitance g, delay 0, and no buffer. each time, a partial solution with minimum delay is extracted",UTILIZE,USE
30791869,31497550,"case. note that steps of classic narrowing strategies (e.g., 14, 35 ) are defined as a variable instantiation followed by the reduction of some subterm, whereas more recent lazy narrowing strategies manipulate equation systems in the style of martelli and montanari s unification algorithm 19 and always reduce outermost function symbols instead of subterms. thus, we present, for the first time,",NOTUTILIZE,MENTION
6768373,7070676,"m. finally,we present our general framework. 3.1 dynamic arc consistency for a few years, the csp community has been interested in dynamic csp. a few algorithms have been developed by bessiere (dnac4 ) and debruyne (dnac6 7 ) to achieve dynamic arc-consistency which allows e cient addition and suppression of constraints. dnac4 extends ac4 by recording justi cations during restrictions. the justi",NOTUTILIZE,MENTION
201676353,239209083,"ity mapping using consanguineous nuclear families depends on appropriate algorithms and software to perform genetic linkage analysis within a reasonable time. we used both the linkage program package and mapmaker homoz (30), although the former took several days to complete calculations performed in a matter of minutes with the mapmaker homoz package. because evidence for homozygosity by descent",UTILIZE,USE
76587435,74877926,"stering algorithms require no assumption on probability structure of the data. it only requires a similarity function defined on the data pairs. the typical similaritybased algorithms include k-means and spectral clustering 39 , 42 , 10 , 47 . k-means produces a cluster set that minimizes the sum of squared errors between the data points and the cluster centers. the spectral clustering usuall",NOTUTILIZE,MENTION
6808825,7114946,lications. we brie y discuss them in this section. some recent work is applied in particular to medical imaging. ml estimation using the em algorithm applied to 3-d light microscopy has been proposed . the technique is an extension of refs. 5 and 15 of our may 1996 spm article. another technique has been applied to improve the spatial resolution of ultrasound images 8 . high order spectra are,NOTUTILIZE,MENTION
12827698,13750122,"s or information about co-regulated genes, which can be found in literature. for better maintaining of the diversity we plan to use a cluster-based niching algorithm, which was developed in our group . additional models for gene regulatory networks will be examined for simulation of the non-linear interaction system as listed in sect. ii to overcome the problems with a quadratic number of model pa",UTILIZE,USE
138613,140840,"ewandterminology the work presented in this paper is implemented within the framework of our existing wcet analysis tool. in addition to previous implemented extended ipet-based 8, 9 and path-based calculation methods, we have implemented a calculation module based on clustering. figure 1 gives an overview of the wcet tool, when using a clustered calculation module (as presented in this paper).",NOTUTILIZE,MENTION
9419302,9972330,"s expressed as a constraint in a logic language 1 , using the topological relationships of cevo93 . (1) transformation step the transformation step we used is basically the same algorithm defined in . this algorithm is based on generating a set of (e, c, a) rules using only constraint and database schema specification. initially, each constraint expression is analyzed together with the database s",UTILIZE,USE
2989405,3113467,"be underdetermined and some form of regularization should be employed. genetic algorithms have also been used to identify damage in structures by optimizing the force residual 17 or modal residuals . a second group of methods, called forward methods, assume a candidate set of possible damage scenarios, which can include both damage mechanism and location. the change in dynamic response due to th",NOTUTILIZE,NOTALGO
33223293,33406242,"versions of ci(a), i.e. di(a) is equal to ci(a) if and only if the corresponding constraint is active or near-active; it is fixed at i otherwise. we minimize la(a, , ) based on algorithm 4.20 in . putting together the optimization of a and b, we have the partial augmented lagrangian method, which is presented in algorithm 1. the algorithm works as follows. given the initial values 0 and 0 o",UTILIZE,EXTEND
202567262,240485006,described by a pseudo random binary sequence (prbs) and wall temperature was measured. from the measured wall temperature and imep a wall temperature model was identified using the subspace algorithm . the model performance was cross validated by the use of data not used in the identification process. experimental apparatus experimental engine the engine used in the conducted experiments was a 12l,UTILIZE,USE
201758323,239326462,"012). in this paper, we additionally carry out more experimental analyses and provides further insights about the two strategies in numvc. we compare numvc with the exact algorithm maxclqdyn efl scr ( a), which is the best exact maximum clique algorithm we found in the literature. experimental results indicate that numvc finds an optimal solution much faster than the exact algorithm on random insta",UTILIZE,USE
8032337,8435464,"he colour image formation process in developing colour difference metrics. physically-based algorithms have produced good segmentation for colour images obtained under controlled conditions 22 , 23 , , 19 . 3.4 physically-based segmentation most colour image segmentation methods that are based on a very simple interpretation of colour changes in an image generally segment images not only along ma",NOTUTILIZE,MENTION
39112173,37692388,"lynch csail.mit.edu texas a m, viqar cse.tamu.edu texas a m, welch cse.tamu.edu1 introduction neighbor discovery is an important aspect of many algorithms in mobile wireless ad hoc networks (cf. , 8 , 1 ). for example, knowledge about neighboring nodes can be used to route, cluster and broadcast in an efficient manner. neighborhood knowledge is assumed in many routing protocols used in wire",NOTUTILIZE,MENTION
23167248,24138222,"discussed. in addition, we will also discuss a sequential access-based web recommender system that has incorporated the csb-mine algorithm for web recommendations. 1s1. introduction web usage mining , also known as web log mining, aims to discover interesting and frequent user access patterns from the data derived from the interactions of users while surfing the web. the web browsing data can be",NOTUTILIZE,MENTION
202088004,239801622,ll-posed inverse problem which can be solved by regularization. we can estimate using the truncated regularized iteratively reweighted least squares (tr-irls) algorithm for glm parameter estimation . the tr-irls is a variant of the irls algorithm in which a ridge parameter can be included in each wls subproblem to provide a quadratic regularization. introducing the regularization term the esti,UTILIZE,USE
29542229,30217322,"al solution via brute-force. rather, approximation algorithms are usually solicited including individual ranking (e.g., 9 , rank the genes and choose the top) and sequential forward selection (e.g., , choose the best gene as the seed and add one more per iteration such that the obtained subset maximizes the given criterion function). the entire procedure of gene selection includes multiple steps:",NOTUTILIZE,MENTION
13233294,14193715,"eighted timed automata that respect the condition of strong non-zenoness of cost. recently in bbr05 , we show that, in the general case, optimal strategies can not be constructed algorithmically. in , larsen and rasmussen consider the problem of determining the minimal cost of reaching a given target location, with respect to some primary cost variable, while respecting upper bound constraints on",NOTUTILIZE,MENTION
8274135,8702308,"unification was on developing algorithms that compute a most general unifier for unification problems with constants 5, 14, 13 , or finite complete sets of unifiers for general unification problems . of course, such algorithms can also be used to decide solvability of a given unification problem. however, the complexity of a decision procedure obtained this way need not be optimal. in fact, to t",NOTUTILIZE,NOTALGO
34610025,34551539,"cluding real-world instances. the results show that the proposed algorithm is able to solve to optimality the small-sized instances in a reasonable computing time. two heuristics are also proposed in . the first one, h1, is an adaptation of the algorithm proposed by baldacci and dell amico 4 for the multi-depot cmrsp and is executed at the root node of the enumeration tree. the second heuristic,",NOTUTILIZE,MENTION
48469292,48172559,"ently, a wess-zumino-novikov-witten (wznw) model describing string propagation on a four dimensional lorentz-signature space-time was built on the centrally extended euclidean group in two dimensions . further studies of this model 2,3 and generalisations to higher dimensions were presented in 4,5 . all these models describe string backgrounds with a target space metric having a covariantly con",NOTUTILIZE,NOTALGO
71472517,70587288,"ributes and constraints limit the potential search space for a match significantly, the computational complexity of this algorithm is usually still manageable, as shown in the experiments reported in . for applications where large query graphs occur a novel approximate approach for querying graph databases has been introduced in 86 . this algorithm proceeds as follows. first, a number of importan",NOTUTILIZE,MENTION
23163577,24134855,"ation x : f (x ) min(d) step 5: update probability vector zi (1, )zi x step 6: goto step 2 (until termination condition) extensions to pbil and related work table 5.2: the basic pbil algorithm. in , the mutual-information-maximizing input clustering (mimic) algorithm is presented which improves on pbil by modelling pairwise conditional probabilities between bits. because pbil models the probabi",NOTUTILIZE,MENTION
35361261,35191636,"998) developed a cell signalling network database (csndb) with an interface for dynamic visualisation of pathway data. a new system, paf-csndb, also allows users to find and construct novel pathways ( ). pathway diagrams are constructed dynamically by a modified version of an algorithm first implemented in the acedb software (a. c. elegans database) (durbin and mieg, 1991). the original algorithm (",NOTUTILIZE,MENTION
27018174,27731136,"the case of tltl and timed automata afh96 . the literature contains several models that are close to dtgs. emerson et al. give polynomial time algorithms for model checking tctl over discrete kss in and tctl over tight dtgs (all intervals are singletons, see section 7.2) with the jump semantics in et99, section 4 . they also study model checking for quantitative logics with more complex const",NOTUTILIZE,MENTION
7311357,7651157,"ng, i.e., without step 3. however, these instabilities are not severe and the algorithm converges to a low residual threshold (see figure 4) for the atomic physics test problems appearing on table 2, . the original method improves the residual about two orders of magnitude. for the same test problems, the accuracy can be improved significantly if the matrix is shifted by the extreme diagonal eleme",NOTUTILIZE,MENTION
9770744,10364520,edges. theorem 3 the multiple updates mst problem can be solved in parallel in time o(lg n lg k) using nk lg n lg k erew pram processors. proof. the algorithm follows in general the one presented in but in certain parts uses different implementation techniques to achieve the tighter time and processor bounds. the algorithm consists essentially of three parts. 1. make k copies of t and solve k up,NOTUTILIZE,NOTALGO
9827627,10426462,"from a problemmachine combination, we extend the latency metric by defining algorithmic scalability as the amount of the increase in algorithmic latency to keep a desired algorithmic efficiency, ea 2 (ea ; (p; p 0 )) la ( pi; ; p ) la ( pi; 0 ; p 0 ) ; (8) where p 0 is a larger number of processors than p , 0 is the scaled application parameter to keep ea ea ( pi; 0",NOTUTILIZE,MENTION
3621071,3736375,"tation-maximisation) 7 maximizes the likelihood of the observations. modifications of this algorithm have been proposed to improve convergence of the algorithm to a global maximum of the likelihood . in this paper, we use a recent algorithm for mixture distribution estimation, presented in 4 . we apply this algorithm to the case of our model. (23) 7 application (24) 7.1 fusion of optic and rada",UTILIZE,EXTEND
28729494,29420696,"pects based on a large set of real web sites. finally, we report the performance of the near mining algorithm. note that we do not compare our approach with existing techniques for efficient crawling as these techniques are page-level strategies and orthogonal to our problem. we are not aware of any publicly-available site-level web archive maintenance techniques. 6.1 empirical examples dataset.",NOTUTILIZE,NOTALGO
40468411,39000565,"order to preserve linearizability. second, adding a new phase to an object composed of n phases built ad-hoc may require deep changes to all of the n existing phases. thecaseofstatemachinereplication (abbreviatedsmr), usedtobuildrobustlinearizableobjectimplementations,illustrates thoseproblems.non-speculative smralgorithmslikepaxos 7 or pbft 6 are notoriously hard to understand. the formal corre",NOTUTILIZE,MENTION
16385033,17518821,"ightly more overhead than forest simulation. thompson and smith developed extensions that count the number of writes to main memory for different-sized caches that implement a write-back write policy . they also studied multi-configuration algorithms for sector or sub-block caches. wang and baer combined the work of mattson70 , hill89 and thompson89 to compute both miss ratios and write backs",NOTUTILIZE,NOTALGO
107651442,99638483,"can effectively enhance the resolution of thesintegrated parameter. together with other improvementsson the phase amplitude control algorithm, the resolutionswas improved by about one order in total .sfigure 2 shows the rf phase and amplitude stabilitiessof the pre-buncher. after the improvements, the phase andsamplitude variations are 0.02 deg. and 0.03 in std,srespectively. these values almos",NOTUTILIZE,MENTION
65592645,64367101,"dataset to check whether the transcriptional modules discovered by allegro can also be found using existing techniques. we first performed clustering using three methods k-means with k 10 and k 20 , and the click algorithm (21), which resulted in 38 clusters. four of these clusters were huge ( 900 genes, i.e. 20 of the entire gene set) and did not exhibit an interesting expression profile, so",UTILIZE,USE
18696394,19887046,"chosen, and again we only keep the one for which m m is minimal, until we get a hyper-rectangle, after d 2 steps. 4 examples the algorithms presented in this paper have been implemented in ocaml . in this section, we show the effectiveness of our approach on some examples. all computations were performed on a pentium iv 3.2ghz with 1gb ram. 4.1 5-dimensional benchmark to evaluate the error in",UTILIZE,USE
20275711,21499240,"r example, mva for fixed-rate servers and convolution for queue-dependent servers. in this case normalization constants are needed and can be computed from the outputs of the mva algorithm, using eq. , for example. dynamic scaling will then be necessary. we have also considered bcmp networks with external arrivals, departures, and population size constraints. we have shown that the class local bal",NOTUTILIZE,MENTION
9796464,10392689,"which may be solved by conventional continuation techniques. performance of these algorithms has been evaluated on a variety of testcases, including panel flutter and non-adiabatic tubular reactions , continuous-stirred tank reactions 13 and parabolic reactiondiffusion equations 23 with favorable results. the two methods of kubicek are based on the direct determination of the pure imaginary e",NOTUTILIZE,MENTION
18032745,19219398,"manceofthepb -tree on the itanium 2 processor, focusing on various implementation choices and their effect on performance. 1. introduction modern computers are based on the von neumann architecture , which separates the processing unit (cpu) and storage (main-memory). the trend in the last two decades has been that cpu speed is increasing at a rate of about 60 per year, whereas main-memory spee",NOTUTILIZE,NOTALGO
15881100,16996034,"lculus. for simplicity, we have presented our work in the context of a substitution semantics. we would like to extend this work to more realistic models of space consumption for functional languages . our preliminary results in this direction are promising. more work remains to demonstrate the applicability of this technique in the setting of more advanced type systems. in particular, recursive t",NOTUTILIZE,NOTALGO
33705697,33788028,1ma in twisted edwards coordinates and 1m 1s (k 6)m 5s 2ma in extended coordinates. 5.3 miller loop miller s algorithm loops over the bits in the representation of n. we follow hisil et al. and denote the system of projective edwards coordinates (x1 : y1 : z1) by e and the extended system (x1 : y1 : z1 : t1) by e e . if the whole computation is carried out in e e each addition step in t,NOTUTILIZE,NOTALGO
132266275,117978843,"we embark on this study with the pinney equation and show how such a discretisation procedure may be found. 2. the classical pinney equation the classical ermakov system, as extended by ray and reid adopts the form u (t)u f(v u) u3 ; v (t)v g(u v) v3 ; (1) where f , g, and are arbitrary functions of their indicated arguments, and the overdot denotes the derivative ddt . its general",NOTUTILIZE,NOTALGO
5845039,6053405,"gamma1 i q gamma p k gamma1 i 1 ff i q i j v k fi gamma1 i v gamma p k gamma1 i 1 ff i v i j return fig. 3. the classical gram-schmidt algorithm global communication. unfortunately, bjorck has shown that the classical gram-schmidt method is unstable with respect to rounding errors, so this method is rarely used. on the other hand, hoffmann 21 gives experimental evidence indicating th",NOTUTILIZE,MENTION
23083732,24063362,"ed by ff 21, 2, 17 1. for more details on the sparsest cut problem, its relation to embeddings, and its application to the design of a host of divide-and-conquer algorithms, see the survey by shmoys . equally important in algorithmic applications are certain special 1 embeddings known as embeddings into random (dominating) trees, whereby the given metric is approximated by a probability distribu",NOTUTILIZE,MENTION
32560353,32914669,"nct is a function on variables of at most two processes) in general. nonetheless, the problem can be solved efficiently for several useful classes of predicates such as stable 2, 1, 14 , conjunctive , linear and semi-linear 4 , and relational 18 predicates. several fast but exponential algorithms have also been developed for solving the general version of the problem 5, 11, 16 . stoller and s",NOTUTILIZE,MENTION
77057432,75282751,"mployed to develop vast bodies of parallel algorithms for many real life applications such as fourier transform 18 , matrix decomposition 5 and ascend descend-type of divide-and-conquer algorithms . the pipeline and grid frameworks for developing algorithms, which will be presented in this section, are important for at least three reasons. first, they fill the gap in algorithm development for t",NOTUTILIZE,MENTION
57513306,56808906,"sequences in sequence databases. the algorithm is designed to mine a less restrictive form of rule than the one discovered by the algorithms of lo et al. 14 , pitman and zanker 36 and zhao et al. . cmrules is based on association rule mining because it was observed that for some datasets, the number of association rules that are sequential rules is high (this was confirmed in the experiments).",NOTUTILIZE,MENTION
14592965,15650697,"w. the episodes were mined over a single event sequence and their statistical significance was measured as a percentage of windows containing the episode (frequency) or as a number of occurrences. in , an issue of incremental and interactive sequence mining was addressed. an algorithm was proposed for finding sequential patterns in the expanded database using the old frequent patterns. another con",NOTUTILIZE,MENTION
27009290,27721039,"tion integration based on the above observations, a number of researchers have suggested that direct data on protein interactions can be combined with indirect data in a supervised learning framework . studies using this approach all use a classification algorithm to integrate diverse biological datasets. a classifier is trained to distinguish between positive examples of truly interacting protein",NOTUTILIZE,MENTION
17799707,18981146,"able set. finally, we discuss extensions of these results to the general case of polyhedra described with limited accuracy. some of these ideas and the corresponding algorithms were first reported in , where more details and proofs can be found. a. planning in discrete reachable sets assume that (15) and (25) hold. hence, there exists a quantization angle , and is a 2d lattice generated over by a",NOTUTILIZE,NOTALGO
18809584,20003150,", for each group, starting at those with the largest weights, finding maximal matchings. each maximal matching can be found with one pass. further details and the proof of correctness can be found in . we propose a new algorithm that uses only one pass yet still manages to find of the optimal size. a matching which is at least 1 6 algorithm 4 (weighted matching). we maintain a matching m at all ti",NOTUTILIZE,MENTION
30750182,31456173,thematics buckley and qu 13 examine the problem of solving linear and quadratic equations and present the conditions governing the existence of a solution when using the -cut method. dong and wong used a combinatorial interval analysis scheme to account for multiple occurrences of a parameter as part of an algorithm for computing fuzzy weighted averages (fwa). inverses of functions can be dete,NOTUTILIZE,MENTION
9283540,9823764,"lmost identical to our trec 6 clustering approach. unlike in previous years, we only used one algorithm (no experimental algorithm this year ), and ran it on different topic lengths. our trec 6 paper gives the details and rationale for the approach. the basic algorithm is 1. retrieve 1000 documents using the initial query (using lnu.ltu weights). 2. generate cooccurrence information about the que",NOTUTILIZE,MENTION
22493314,23529596,"tives per day for cs.unm.edu, aya.org, i-pi.com, and explorenm.com respectively. in the 1999 darpa mit lincoln laboratories ids tests, they stated that above 10 false positives per day is a high rate . algorithm fp day mahalanobis distance 91,524 2 of icd length 6-grams 13 dfa 37 markov model (log transform) 39,824 linear combination table 1. false positive rate per day for the algorithms,",NOTUTILIZE,MENTION
